index,salary_id,employer_name,location_name,Latitude,Longitude,location_state,location_country,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at
367,804,qlogic,pune,18.5204303,73.8567437,,,senior engineer,Engineering,Senior,5.0,5.0,20000.0,,,,,3/21/16 13:57
368,809,cisco startup,berlin,52.5200066,13.404954,,,senior software developer,Software,Senior,15.0,0.75,65000.0,0.0,0.0,0,,3/21/16 13:57
369,813,startup,"cambridge, ma",42.3736158,-71.1097335,MA,US,engineer,Engineering,,2.0,2.0,130000.0,0.0,10000.0,0,,3/21/16 13:58
370,814,amazon,seattle,47.6061389,-122.3328481,,,sde ii,Software,2,2.0,2.0,118000.0,53500.0,,50000,,3/21/16 13:58
371,815,financial times,london,51.5072178,-0.1275862,,,web developer,Web,,12.0,5.0,65412.0,0.0,1422.0,0,,3/21/16 13:58
372,816,intuit,san francisco,37.7749295,-122.4194155,,,software engineer ii,Software,2,1.0,1.0,110000.0,5000.0,10000.0,15000,,3/21/16 13:58
373,818,online training company,ireland,53.7797554,-7.3055309,,IE,software development manager,Management,,10.0,1.0,70000.0,0.0,30000.0,0,,3/21/16 13:58
374,821,facebook,menlo park,37.4529598,-122.1817252,,,engineer,Engineering,,2.0,2.0,124000.0,50000.0,10000.0,57000,Great service!,3/21/16 13:58
376,825,trading technologies,chicago,41.8781136,-87.6297982,,,software developer,Software,,9.0,7.0,150000.0,,12000.0,,,3/21/16 13:58
377,827,amazon,seattle,47.6061389,-122.3328481,,,sde i,Software,1,2.0,2.0,101000.0,25000.0,0.0,25000,,3/21/16 13:58
378,828,medium sized isv,"montreal, quebec, canada",45.5018869,-73.5673919,,CA,application analyst,Data,,16.0,6.0,81500.0,0.0,3000.0,0,,3/21/16 13:58
379,829,microsoft,seattle,47.6061389,-122.3328481,,,program manager ii,Management,2,3.0,3.0,124000.0,5000.0,13000.0,19000,,3/21/16 13:59
380,830,startup,mississippi,32.3546679,-89.3985283,MS,US,software developer,Software,,3.0,2.0,49000.0,0.0,700.0,0,,3/21/16 13:59
381,831,foobar,foobar,,,,,developer,Software,,2.0,1.0,12000.0,0.0,0.0,0,,3/21/16 13:59
382,834,sef,"san francisco, ca",37.7749295,-122.4194155,CA,US,founder,Management,,20.0,1.0,0.0,0.0,0.0,0,Kill me,3/21/16 13:59
383,835,google,mountain view,37.3860517,-122.0838511,,,software engineer,Software,,2.0,2.0,110000.0,0.0,18000.0,55000,,3/21/16 13:59
384,836,stanford,"stanford, ca",37.424106,-122.1660756,CA,US,graduate student researcher,Other,,6.8,6.0,32000.0,0.0,0.0,0,,3/21/16 14:00
385,838,sandia national laboratories,"albuquerque, new mexico",35.0843859,-106.650422,,MX,research intern,Other,Intern,2.0,0.0,46000.0,0.0,0.0,0,,3/21/16 14:00
387,844,vision critical,vancouver,49.2827291,-123.1207375,,,product manager,Management,,15.0,3.0,60000.0,3000.0,2000.0,"$1,000","CAD, not USD",3/21/16 14:00
388,845,a national reference laboratory,mountain west,,,,,"bioinformatics scientist, sr",Applied Science,,5.0,1.0,92000.0,5000.0,3000.0,0,,3/21/16 14:00
389,847,careworks tech,"columbus, oh",39.9611755,-82.9987942,OH,US,lead front-end web developer,Web,,5.0,2.0,77957.56,0.0,0.0,0,,3/21/16 14:00
390,848,sacramento county,"sacramento, ca",38.5815719,-121.4943996,CA,US,it analyst i,Data,1,4.0,1.0,61000.0,0.0,0.0,0,,3/21/16 14:01
391,849,unnamed pre-series a startup,"cologne, germany",50.937531,6.9602786,,DE,software engineer,Software,,2.0,0.0,48000.0,0.0,4000.0,0,,3/21/16 14:01
392,850,airbnb,san francisco,37.7749295,-122.4194155,,,manager,Management,,10.0,2.0,180000.0,12000.0,,,,3/21/16 14:01
393,852,niehs,"durham, nc",35.9940329,-78.898619,NC,US,software developer,Software,,2.0,1.0,68000.0,0.0,0.0,0,,3/21/16 14:01
394,854,netspend,"austin, tx",30.267153,-97.7430608,TX,US,front-end developer,Web,,1.0,1.0,72000.0,0.0,5500.0,,,3/21/16 14:01
395,855,automotive sector,bavaria,48.7904472,11.4978895,,,software engineer,Software,,2.0,2.0,60000.0,0.0,4000.0,0,,3/21/16 14:01
396,857,groupon,seattle,47.6061389,-122.3328481,,,sr. engineering manager,Management,Senior,14.0,3.0,160000.0,,,"100,000",,3/21/16 14:01
397,862,google,los angeles,34.0549076,-118.242643,,,staff software engineer,Software,,20.0,7.0,200000.0,,45000.0,"105,000",,3/21/16 14:01
398,868,ad-tech,new york,40.7127753,-74.0059728,NY,US,senior data analyst,Data,Senior,8.0,2.0,110000.0,0.0,10000.0,pre-ipo so techniclly 0,I still can't believe people pay me to do what I would be doing for fun anyway,3/21/16 14:02
399,869,lab126 (amazon),sunnyvale,37.36883,-122.0363496,,,sde3,Software,3,26.0,1.0,155000.0,,50000.0,,RSUs Vest after 2 years. Bonus ends after 2 years.,3/21/16 14:02
400,871,open access publisher,london,51.5072178,-0.1275862,,,technical architect,Other,,4.0,2.0,60000.0,0.0,0.0,1000,,3/21/16 14:02
401,873,deka research,"manchester, nh",42.9956397,-71.4547891,NH,US,software engineer,Software,,5.0,3.0,69000.0,2000.0,3000.0,0,,3/21/16 14:03
402,878,small consulting shop,nyc,40.7127753,-74.0059728,,,sr consultant (software  engineer),Software,Senior,20.0,2.5,1500.0,,,na,,3/21/16 14:03
403,879,sitecrafting,tacoma,,,,,web application developer,Web,,5.0,1.0,52500.0,0.0,0.0,0,Tacoma has a relatively low cost of living...but still...,3/21/16 14:03
404,880,verizon,"waltham, ma",42.3764852,-71.2356113,MA,US,senior software engineer,Software,Senior,7.0,2.0,110000.0,,,0,,3/21/16 14:03
405,881,instructure,salt lake city,40.7607793,-111.8910474,,,software engineer,Software,,1.0,0.0,75000.0,0.0,0.0,20000,,3/21/16 14:03
406,882,domo,"american fork, ut",40.3768954,-111.7957645,UT,US,account executive,Management,,5.0,1.0,80000.0,25000.0,140000.0,50000,,3/21/16 14:03
407,883,hp,bulgaria,42.733883,25.48583,,BG,unix support engineer level 1,Engineering,1,1.0,1.0,5600.0,0.0,0.0,0,,3/21/16 14:03
408,888,moven,"radnor, pa",40.0462208,-75.3599105,PA,US,software engineer,Software,,8.0,1.0,105000.0,0.0,0.0,0,Don't work here :'(,3/21/16 14:04
409,889,insureon,chicago,41.8781136,-87.6297982,,,sr full-stack develop,Other,Senior,7.0,1.0,85000.0,0.0,0.0,0,,3/21/16 14:04
410,891,compas technology llc,san francisco,37.7749295,-122.4194155,,,full stack software engineer,Web,,3.0,1.0,75000.0,0.0,7500.0,0,,3/21/16 14:04
411,892,~publicisgroupe,berlin,52.5200066,13.404954,,,junior devops engineer,Engineering,Junior,5.0,1.0,33000.0,,,no,"IÛªve moved to Berlin and did not know what I can demand as salary, so I did the mistake to take the first offer, which is basically too low for this position.",3/21/16 14:04
412,893,facebook,menlo park,37.4529598,-122.1817252,,,software engineer,Software,,2.0,0.0,145000.0,10000.0,14500.0,,,3/21/16 14:04
413,896,aol,los angeles,34.0549076,-118.242643,,,senior product manager,Management,Senior,3.0,1.0,120000.0,0.0,12000.0,5000,,3/21/16 14:04
414,898,infosys,chicago,41.8781136,-87.6297982,,,technology architect,Other,,12.0,7.0,90000.0,0.0,10.0,0,,3/21/16 14:04
415,900,minted,san francisco,37.7749295,-122.4194155,,,software intern,Software,Intern,1.0,0.0,74400.0,,,,,3/21/16 14:05
416,902,microsoft,"redmond, wa",47.6739881,-122.121512,WA,US,sde,Software,,5.0,1.0,115000.0,15000.0,,65000,,3/21/16 14:05
417,908,large retailer,"new york, ny",40.7127753,-74.0059728,NY,US,interactive designer,Other,,9.0,4.0,67000.0,0.0,0.0,0,,3/21/16 14:05
418,909,here,berlin,52.5200066,13.404954,,,software engeneer,Software,,5.0,2.0,65000.0,,10000.0,,,3/21/16 14:05
419,910,uber,san francisco,37.7749295,-122.4194155,,,senior software engineer,Software,Senior,3.0,1.5,150000.0,0.0,25000.0,100000,,3/21/16 14:05
420,911,shipwire,sunnyvale,37.36883,-122.0363496,,,software engineer,Software,,4.0,2.0,91000.0,0.0,5.0,0,,3/21/16 14:05
421,912,twitter,new york city,40.7127753,-74.0059728,NY,US,senior software engineer,Software,Senior,15.0,2.0,155000.0,0.0,0.0,325000,,3/21/16 14:06
422,918,salesforce,seattle,47.6061389,-122.3328481,,,lead member of technical staff,Other,,10.0,5.0,150000.0,0.0,15000.0,30000,I love working here.,3/21/16 14:06
423,919,consulting llc,midwest,,,,,technical architect,Other,,6.8,3.0,92000.0,0.0,10000.0,0,,3/21/16 14:06
424,922,costco,issaquah,47.5301011,-122.0326191,,,analyst,Data,,15.0,3.0,110000.0,0.0,0.0,0,,3/21/16 14:06
425,924,oracle,southern california,34.9592083,-116.419389,CA,US,ux developer,Software,,10.0,5.0,100000.0,,,,,3/21/16 14:07
426,927,1st4connect,"lahore, pakistan",31.5203696,74.3587473,,PK,software developer engineer,Software,,3.0,1.0,100000.0,,,,,3/21/16 14:07
427,932,nike,"beaverton, or",45.4869283,-122.804032,OR,US,senior technical project manager,Management,Senior,10.0,1.0,124000.0,0.0,0.0,0,,3/21/16 14:07
428,934,fresh code,"salt lake city, utah",40.7607793,-111.8910474,UT,US,software engineer,Software,,5.0,0.5,95000.0,0.0,0.0,0,,3/21/16 14:07
429,935,ericsson,ireland,53.7797554,-7.3055309,,IE,software engineer,Software,,4.0,1.0,40000.0,0.0,0.0,0,,3/21/16 14:07
430,936,google,sydney,-33.8688197,151.2092955,,,swe,Software,,15.0,5.0,130000.0,0.0,20000.0,~40000,,3/21/16 14:07
431,939,ak systems,new york,40.7127753,-74.0059728,NY,US,software engineer,Software,,10.0,6.0,120000.0,,10000.0,,,3/21/16 14:07
433,944,freelance,peru,-9.189967,-75.015152,,PE,software engineer,Software,,5.0,2.0,200000.0,0.0,0.0,40000,Rough (low end) estimate on salary. Hard to predict. Depends on workflow,3/21/16 14:08
434,946,autodesk,san francisco,37.7749295,-122.4194155,,,senior software qa engineer,Software,Senior,8.0,5.0,108000.0,250.0,,30% Salary as Stock,"After 4 years, 6 week sabbatical",3/21/16 14:08
435,948,cox automotive,"burlington, vt",44.4758825,-73.212072,VT,US,ui developer,Software,,4.0,1.5,73500.0,0.0,5.0,0,,3/21/16 14:08
436,950,square,san francisco,37.7749295,-122.4194155,,,software engineer,Software,,3.0,3.0,115000.0,0.0,0.0,60000,White guy here,3/21/16 14:09
437,955,generic engineering consultant,toronto,43.653226,-79.3831843,,,consultant it/sec/infrastructure,Other,,15.0,1.0,105000.0,,4000.0,0,have I hit the ceiling?,3/21/16 14:09
438,956,formidable labs,seattle,47.6061389,-122.3328481,,,senior front-end developer,Web,Senior,4.0,2.0,130000.0,0.0,12000.0,0,Good benefits,3/21/16 14:09
439,957,mediamath,chicago,41.8781136,-87.6297982,,,sr engagement associate,Other,Senior,3.0,1.0,57000.0,,,,,3/21/16 14:09
440,958,state farm,"phoenix, az",33.4483771,-112.0740373,AZ,US,software developer,Software,,2.0,1.0,63000.0,4000.0,6000.0,,,3/21/16 14:09
441,960,plain vanilla,iceland,64.963051,-19.020835,,IS,software developer,Software,,3.0,1.0,62000.0,0.0,0.0,0,,3/21/16 14:09
442,963,directv,los angeles,34.0549076,-118.242643,,,software engineer,Software,,2.0,2.0,80000.0,0.0,0.0,0,,3/21/16 14:10
443,964,digitalocean,new york,40.7127753,-74.0059728,NY,US,sre,Other,Senior,10.0,2.0,173000.0,25000.0,5000.0,,,3/21/16 14:10
444,966,b2b,remote us,37.09024,-95.712891,,,senior developer,Software,Senior,14.0,11.0,110000.0,0.0,0.0,0,,3/21/16 14:10
445,969,stealth startup,"london, uk (working remote)",51.5072178,-0.1275862,,,developer,Software,,10.0,0.0,46000.0,0.0,,,"Recently accepted offer, haven't started yet.",3/21/16 14:10
446,970,shoretel,milwaukee,43.0389025,-87.9064736,,,developer,Software,,8.0,4.0,80000.0,0.0,8000.0,0,"Bonus is dependent on company performance, said to be ~10% of salary for most people, but as an aquisition I'm not even eligible until 2017.",3/21/16 14:10
447,972,johns hopkins,baltimore,39.2903848,-76.6121893,,,phd student,Other,,2.0,4.0,24000.0,0.0,0.0,0,,3/21/16 14:10
448,973,logmein,san francisco,37.7749295,-122.4194155,,,senior software engineer,Software,Senior,4.0,2.0,110000.0,0.0,0.0,0,,3/21/16 14:10
449,977,google,new york city,40.7127753,-74.0059728,NY,US,software engineer ii (level 3),Software,,4.0,1.0,117500.0,0.0,18000.0,45000,,3/21/16 14:10
450,978,startup,nyc,40.7127753,-74.0059728,,,sr. ops analyst,Data,Senior,2.0,1.5,70000.0,0.0,0.0,0,,3/21/16 14:10
451,979,twitter,"san francisco, ca",37.7749295,-122.4194155,CA,US,software engineer,Software,,3.0,1.0,140000.0,0.0,0.0,50000,,3/21/16 14:10
452,983,self,usa,37.09024,-95.712891,,,telecom engineering consultant,Engineering,,22.0,20.0,200000.0,0.0,0.0,0,,3/21/16 14:11
453,984,audible,newark,40.735657,-74.1723667,,,sde 2,Software,2,3.0,3.0,120000.0,15000.0,0.0,40000,,3/21/16 14:11
454,985,amundi,paris,48.856614,2.3522219,,,it engineer,Engineering,,2.0,0.0,47000.0,,,,,3/21/16 14:11
455,988,facebook,north carolina,35.7595731,-79.0192997,NC,US,software engineer,Software,,12.0,2.0,198000.0,25000.0,40000.0,100000,,3/21/16 14:11
456,989,--,san francisco,37.7749295,-122.4194155,,,infrastructure engineer,Engineering,,10.0,,188000.0,0.0,0.0,,,3/21/16 14:11
457,990,-,"brisbane, australia",-27.4704528,153.0260341,,AU,senior software engineer,Software,Senior,15.0,1.0,115000.0,0.0,0.0,0,,3/21/16 14:11
458,991,workday,pleasanton,37.6604484,-121.8757968,,,summer intern,Other,Intern,0.0,0.0,32.0,0.0,0.0,0,housing + food,3/21/16 14:11
459,992,civil engineering company,memphis,35.1495343,-90.0489801,,,project manager e.i,Management,,5.0,5.0,65000.0,0.0,0.0,0,,3/21/16 14:11
460,993,l-mobile software solutions gmbh,"sulzbach an der murr, germany",49.003352,9.5025263,,DE,software engineer,Software,,6.0,4.0,40000.0,0.0,0.0,0,,3/21/16 14:11
461,997,bioinformatics company,nijmegen,51.8432807,5.8609313,,,internship,Other,Intern,0.0,0.0,12000.0,0.0,0.0,0,This is my final internship after which I will be graduating as a BS in Bioinformatics. The company has offered me a job for after graduation.,3/21/16 14:12
462,998,intel,"folsom, ca",38.6779591,-121.1760583,CA,US,application developer,Software,,2.0,2.0,74000.0,6000.0,3000.0,15000,,3/21/16 14:12
463,999,sovrn holdings,"boulder, co",40.0149856,-105.2705456,CO,US,software engineer,Software,,6.0,1.0,105000.0,0.0,0.0,0,,3/21/16 14:12
464,1003,,"interior bc, canada",53.7266683,-127.6476206,,CA,software engineer (intermediate),Software,,7.0,0.0,100000.0,0.0,0.0,0,,3/21/16 14:12
465,1004,small agency,midwest,,,,,web developer,Web,,4.0,2.0,62000.0,0.0,0.0,0,,3/21/16 14:12
466,1006,thomson reuters,london,51.5072178,-0.1275862,,,senior software engineer,Software,Senior,4.0,3.0,40000.0,,,,,3/21/16 14:13
467,1007,vitelity communications,"englewood, co",39.6477653,-104.9877597,CO,US,software engineer,Software,,5.0,3.0,70000.0,,,,Wore many hats. Decent place to work.,3/21/16 14:13
468,1008,midsized company,midwest,,,,,data architect,Data,,1.0,1.0,74000.0,0.0,3000.0,5000,,3/21/16 14:13
469,1009,amazon,"santa monica, ca",34.0194543,-118.4911912,CA,US,sde i,Software,1,1.0,1.0,95000.0,27000.0,0.0,15000,,3/21/16 14:13
470,1011,digitalocean,virginia,37.4315734,-78.6568942,VA,US,ruby engineer,Engineering,,10.0,1.0,130000.0,0.0,7000.0,15000,,3/21/16 14:13
471,1012,misc,halifax,,,,,data scientist,Data,,1.0,1.0,55000.0,0.0,2000.0,0,,3/21/16 14:13
472,1013,nvidia,santa clara,37.3541079,-121.9552356,,,software engineer ic2,Software,2,2.0,2.0,115000.0,,,,,3/21/16 14:13
473,1017,tdispatch,berlin,52.5200066,13.404954,,,senior developer,Software,Senior,15.0,1.0,60000.0,,,1%,,3/21/16 14:13
474,1019,photo hosting company,"mountain view, ca",37.3860517,-122.0838511,CA,US,engineer,Engineering,,13.0,3.0,150000.0,0.0,2000.0,0,,3/21/16 14:14
475,1025,ixl learning,"san mateo, ca",37.5629917,-122.3255254,CA,US,sr. software engineer,Software,Senior,4.0,3.0,125000.0,0.0,0.0,0,,3/21/16 14:14
476,1026,mitre,bedford ma,42.4906231,-71.2760089,MA,US,lead software systems engineer,Software,,10.0,6.0,111500.0,3500.0,0.0,0,,3/21/16 14:14
477,1027,ibm,south carolina,33.836081,-81.1637245,SC,US,senior systems analyst,Data,Senior,16.0,10.0,94000.0,,0.0,,,3/21/16 14:14
478,1028,google,mtv,,,,,software engineer,Software,,2.5,1.5,108000.0,,19000.0,52000,,3/21/16 14:14
479,1029,6 person startup,"san francisco, ca",37.7749295,-122.4194155,CA,US,software engineer,Software,,2.0,0.0,105000.0,5000.0,,,,3/21/16 14:14
480,1030,wovenware,"san juan, pr",18.4670588,-66.1184593,,,software developer,Software,,3.0,0.25,45000.0,0.0,3000.0,0,,3/21/16 14:14
481,1032,google,seattle,47.6061389,-122.3328481,,,sde,Software,,0.0,0.0,110.0,5.0,15.0,45,New Hire - College Grad (MS),3/21/16 14:14
482,1033,self,"minneapolis, mn",44.977753,-93.2650108,MN,US,senior front-end/full-stack developer,Web,Senior,8.0,,135000.0,,,,,3/21/16 14:14
483,1035,expedia,seattle,47.6061389,-122.3328481,,,software development engineer ii,Software,2,3.0,3.0,105000.0,0.0,12000.0,0,,3/21/16 14:15
484,1036,microsoft,uk,55.378051,-3.435973,,,support escalation engineer,Engineering,,10.0,3.0,85320.0,4000.0,5000.0,"$4,000",,3/21/16 14:15
485,1037,e commerce company,"boston, ma",42.3600825,-71.0588801,MA,US,ÛÜsr engineer,Engineering,,12.0,4.0,135000.0,0.0,20000.0,0,You wouldn't want to work here. I just do it for the $$.,3/21/16 14:15
486,1038,cgi,canada,56.130366,-106.346771,,CA,senior consultant,Other,Senior,5.0,4.0,40000.0,0.0,800.0,3%,,3/21/16 14:15
487,1040,ecommerce startup,"salt lake city, ut",40.7607793,-111.8910474,UT,US,magento developer,Software,,6.0,1.5,37500.0,0.0,15.0,,flexible hours; 5-minute commute; socially progressive atmosphere,3/21/16 14:15
488,1041,state of california,"sacramento, ca",38.5815719,-121.4943996,CA,US,staff programmer,Other,,4.0,3.0,65000.0,,,,Defined Benefit Pension,3/21/16 14:15
489,1042,startup,"adelaide, australia",-34.9284989,138.6007456,,AU,senior software engineer,Software,Senior,15.0,4.0,85000.0,0.0,0.0,0,,3/21/16 14:15
490,1043,dish,"denver, co",39.7392358,-104.990251,CO,US,software engineer,Software,,1.0,1.0,70000.0,0.0,0.0,0,,3/21/16 14:15
491,1044,uppsala,sweden,60.128161,18.643501,,SE,post-doc,Other,,6.0,6.0,51000.0,,,,,3/21/16 14:15
492,1051,rentpath,atlanta,33.748752,-84.3876845,,,sr software engineer,Software,Senior,5.0,4.0,108000.0,,,,,3/21/16 14:16
493,1052,google,mountain view,37.3860517,-122.0838511,,,developer programs engineer,Software,,6.8,,114000.0,,,,,3/21/16 14:16
494,1053,the motley fool,"alexandria, va",38.8048355,-77.0469214,VA,US,systems administrator,Management,,5.0,2.0,85000.0,0.0,,,,3/21/16 14:16
495,1054,ut dallas,plano tx,33.0198431,-96.6988856,TX,US,programmer iii,Other,3,4.0,2.5,67500.0,0.0,0.0,0,,3/21/16 14:16
496,1055,teradata,san diego,32.715738,-117.1610838,,,software engineer,Software,,6.0,3.0,78000.0,0.0,300.0,0,,3/21/16 14:16
497,1058,datis hr cloud,"tampa, fl",27.9516896,-82.4587527,FL,US,software developer,Software,,15.0,0.0,115000.0,5000.0,2500.0,0,,3/21/16 14:16
498,1059,reddit,san francisco,37.7749295,-122.4194155,,,software engineer,Software,,15.0,1.0,150000.0,,,,,3/21/16 14:16
499,1061,radius,san francisco,37.7749295,-122.4194155,,,software engineer,Software,,5.0,2.0,135000.0,0.0,0.0,30000,,3/21/16 14:16
500,1062,lever,san francisco,37.7749295,-122.4194155,,,it administrator,Management,,10.0,1.0,75000.0,5000.0,,,,3/21/16 14:16
501,1063,microsoft,"redmond, wa",47.6739881,-122.121512,WA,US,software engineer,Software,,7.0,7.0,144000.0,0.0,20000.0,10000,,3/21/16 14:16
502,1064,ibm,"austin, tx",30.267153,-97.7430608,TX,US,software engineer,Software,,1.0,1.0,101000.0,10000.0,,,,3/21/16 14:16
503,1065,washington post,"washington, dc",38.9071923,-77.0368707,WA,US,full stack developer,Web,,6.8,,80000.0,5000.0,0.0,0,,3/21/16 14:17
504,1066,big  via middleman agency,south of france,45.5126545,4.4904519,,FR,front-end engineer,Web,,5.0,3.0,42000.0,1000.0,0.0,0,,3/21/16 14:17
505,1067,springfield power company,"springsfield, co",37.4083485,-102.6143616,CO,US,nuclear safety inspector,Other,,30.0,30.0,24395.8,0.0,0.0,0,,3/21/16 14:17
506,1068,small agency,south west uk,50.7772135,-3.999461,,,front-end developer,Web,,5.0,0.25,41238.0,,,No Stock,,3/21/16 14:17
507,1069,groupon,palo alto,37.4418834,-122.1430195,,,production engineer,Engineering,,7.0,2.5,125000.0,10000.0,,500,,3/21/16 14:17
509,1075,ontact,"salt lake city, ut",40.7607793,-111.8910474,UT,US,senior software engineer,Software,Senior,7.0,4.0,95000.0,0.0,8000.0,0,,3/21/16 14:18
510,1076,small consulting firm,"arlington, va",38.8816208,-77.0909809,VA,US,software developer,Software,,0.5,0.5,70000.0,5000.0,,,,3/21/16 14:18
511,1080,accenture,washington dc,38.9071923,-77.0368707,WA,US,analyst,Data,,2.0,2.0,72000.0,5000.0,5000.0,1000,,3/21/16 14:18
512,1084,client in hr,france - lyon,45.764043,4.835659,,FR,developer,Software,,1.0,1.0,25000.0,0.0,0.0,0,,3/21/16 14:19
513,1085,school of visual arts,"new york, ny",40.7127753,-74.0059728,NY,US,systems administration,Management,,15.0,3.0,45000.0,,,No,"Free Tuition for any degree include family or relative, free Lynda.com, hourly 24.00 - 31.00",3/21/16 14:19
514,1087,onera,"toulouse, france",43.604652,1.444209,,FR,phd candidate,Other,,5.0,4.0,32000.0,0.0,0.0,0,PhD candidates dont get paid well,3/21/16 14:19
515,1088,amazon,"seattle, wa",47.6061389,-122.3328481,WA,US,technical program manager,Management,,10.0,0.0,130000.0,37000.0,,20000,,3/21/16 14:19
516,1091,think big,"mountain view, ca",37.3860517,-122.0838511,CA,US,senior data engineer,Data,Senior,5.0,4.0,145000.0,0.0,15000.0,8000,,3/21/16 14:19
517,1093,microsoft,"redmond, wa",47.6739881,-122.121512,WA,US,software engineer ii,Software,2,7.0,7.0,128000.0,30000.0,10000.0,8000,,3/21/16 14:19
518,1094,(private),"boston, ma",42.3600825,-71.0588801,MA,US,creative director + designer/developer,Management,,12.0,4.0,100000.0,0.0,0.0,0,Retirement benefits very good... ~7% to ~14% (age/salary dependent),3/21/16 14:22
519,1097,dropbox,san francisco,37.7749295,-122.4194155,,,online marketing,Other,,5.0,1.0,110000.0,25000.0,0.0,40000,,3/21/16 14:19
520,1098,pricewaterhousecoopers,australia,-25.274398,133.775136,,AU,senior software engineer,Software,Senior,5.0,1.0,97000.0,0.0,2000.0,0,,3/21/16 14:20
521,1100,apple,sunnyvale,37.36883,-122.0363496,,,software engineer,Software,,2.0,2.0,118000.0,20000.0,10000.0,100000,,3/21/16 14:20
523,1104,gest,austin,30.267153,-97.7430608,,,ceo,Management,,1.0,1.0,36000.0,0.0,0.0,0,,3/21/16 14:20
524,1105,microsoft,seattle,47.6061389,-122.3328481,,,software engineer i,Software,1,1.0,1.0,105000.0,15000.0,10000.0,"17,500",,3/21/16 14:20
525,1106,kbc,belgium,50.503887,4.469936,,BE,data scientist,Data,,5.0,2.0,69000.0,0.0,5000.0,0,,3/21/16 14:20
526,1107,ebay,sf bay area,37.7749295,-122.4194155,,,mts,Other,,6.0,1.0,195000.0,10000.0,20000.0,"~150,000",,3/21/16 14:20
527,1112,startup (15-20 people),"san francisco, ca",37.7749295,-122.4194155,CA,US,senior software engineer,Software,Senior,6.0,0.5,150000.0,,,,,3/21/16 14:21
528,1113,epic systems,"verona, wisconsin",42.990831,-89.5331773,WI,US,software developer,Software,,0.9,0.9,95000.0,10000.0,,0,"Small bonus, but it appeared to be company wide instead of performance based.",3/21/16 14:21
529,1117,ibm,"hursley, uk",51.0260323,-1.3913619,,,graduate software developer,Software,,2.5,1.5,44000.0,0.0,0.0,0,,3/21/16 14:21
530,1118,facebook,menlo park,37.4529598,-122.1817252,,,software engineer,Software,,1.0,1.0,135000.0,50000.0,30000.0,30000,,3/21/16 14:21
531,1119,advertising,toulouse (fr),43.604652,1.444209,,,lead backend developer,Software,,5.0,1.0,42000.0,,2000.0,,,3/21/16 14:21
532,1120,bah,maryland,39.0457549,-76.6412712,MD,US,senior software engineer,Software,Senior,15.0,1.0,101000.0,0.0,0.0,0,,3/21/16 14:21
533,1122,freelance,"portland, or",45.515232,-122.6783853,OR,US,front-end developer,Web,,1.0,1.0,75000.0,,,,,3/21/16 14:22
534,1123,microsoft,"redmond, wa",47.6739881,-122.121512,WA,US,service engineer,Engineering,,3.0,1.0,105000.0,5000.0,,,,3/21/16 14:22
535,1126,hcl america,"redmond, wa",47.6739881,-122.121512,WA,US,system administrator,Management,,10.0,2.0,55000.0,0.0,0.0,0,Contracting at Microsoft,3/21/16 14:22
536,1128,fcsa,"omaha, ne",41.2565369,-95.9345034,NE,US,software engineer - consultant,Software,,12.0,1.0,150000.0,0.0,0.0,0,,3/21/16 14:22
537,1129,lc holdings ltd,ms,,,,,software developer,Software,,15.0,12.0,130000.0,,,,,3/21/16 14:22
538,1133,life time fitness,"louisville, co",39.977763,-105.1319296,CO,US,software engineer,Software,,5.0,1.0,75000.0,0.0,0.0,,,3/21/16 14:22
540,1135,nav canada,"ottawa, canada",45.4215296,-75.6971931,,CA,software developer,Software,,5.0,1.0,83000.0,0.0,0.0,0,Unionized with collective agreement,3/21/16 14:22
541,1137,billups,,,,OR,US,director of product management,Management,,15.0,1.0,135000.0,0.0,0.0,0,,3/21/16 14:22
542,1146,reply spa,germany,51.165691,10.451526,,DE,consultant,Other,,0.0,0.0,45000.0,0.0,0.0,0,,3/21/16 14:23
543,1148,bitdefender srl,"cluj-napoca, romania",46.7712101,23.6236353,,OM,software engineer,Software,,2.0,2.0,21500.0,0.0,0.0,0,,3/21/16 14:23
544,1151,segment,san francisco,37.7749295,-122.4194155,,,operations,Operations,,2.0,1.0,105000.0,0.0,0.0,5000,,3/21/16 14:24
545,1159,private internet access,los angeles,34.0549076,-118.242643,,,media,Other,,20.0,7.0,36000.0,0.0,0.0,0,,3/21/16 14:24
546,1162,buffer,"toronto, on",43.653226,-79.3831843,ON,CA,mobile engineering lead,Engineering,,6.0,2.0,103595.0,0.0,0.0,0,,3/21/16 14:24
547,1164,amazon,bay area,37.8271784,-122.2913078,,,sde 1,Software,1,3.0,1.5,115000.0,65000.0,3000.0,35253,"Stock schedule is backloaded (year 1: 5%, year 2: 15%, year 2.5: 20%, year 3: 20%, year 3.5: 20%, and year 4: 20%) and signing bonus is over 2 years. Total value of stock is now $141k, but was $90k at time of signing. ",3/21/16 14:24
548,1165,innova bilisim,istanbul,41.0082376,28.9783589,,,application development specialist,Software,,3.0,2.0,54000.0,0.0,4000.0,,,3/21/16 14:24
549,1166,eastman chemical company,"kingsport, tn",36.548434,-82.5618186,TN,US,accountant,Other,,2.0,2.0,62000.0,2500.0,,,,3/21/16 14:24
